+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist8_vStage_uid155_lzCountVal_uid86_block_rsrvd_fix_b_2                                                                                                                                           ; 15    ; 2              ; 0            ; 2              ; 12     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|signRPostExc_uid140_block_rsrvd_fix_delay                                                                                                                                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist34_excI_aSig_uid28_block_rsrvd_fix_q_4                                                                                                                                                         ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist29_excI_bSig_uid42_block_rsrvd_fix_q_11                                                                                                                                                        ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist21_effSub_uid53_block_rsrvd_fix_q_9                                                                                                                                                            ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist33_excN_aSig_uid29_block_rsrvd_fix_q_4                                                                                                                                                         ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|excN_aSig_uid29_block_rsrvd_fix_delay                                                                                                                                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist27_excN_bSig_uid43_block_rsrvd_fix_q_11                                                                                                                                                        ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|excN_bSig_uid43_block_rsrvd_fix_delay                                                                                                                                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist11_signRInfRZRReg_uid138_block_rsrvd_fix_q_3                                                                                                                                                   ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|signRInfRZRReg_uid138_block_rsrvd_fix_delay                                                                                                                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|excI_aSig_uid28_block_rsrvd_fix_delay                                                                                                                                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist35_fracXIsZero_uid26_block_rsrvd_fix_q_4                                                                                                                                                       ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|fracXIsZero_uid26_block_rsrvd_fix_delay                                                                                                                                                              ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist28_excI_bSig_uid42_block_rsrvd_fix_q_8                                                                                                                                                         ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|excI_bSig_uid42_block_rsrvd_fix_delay                                                                                                                                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist36_excZ_aSig_uid17_uid24_block_rsrvd_fix_q_1                                                                                                                                                   ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist30_excZ_bSig_uid18_uid38_block_rsrvd_fix_q_9                                                                                                                                                   ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist23_sigB_uid52_block_rsrvd_fix_b_9                                                                                                                                                              ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|excR_aSig_uid32_block_rsrvd_fix_delay                                                                                                                                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist39_exp_aSig_uid22_block_rsrvd_fix_b_8_outputreg                                                                                                                                                ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist39_exp_aSig_uid22_block_rsrvd_fix_b_8_mem_dmem|auto_generated|altsyncram1                                                                                                                      ; 19    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist39_exp_aSig_uid22_block_rsrvd_fix_b_8_mem_dmem|auto_generated                                                                                                                                  ; 19    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist26_excR_bSig_uid46_block_rsrvd_fix_q_8                                                                                                                                                         ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|excR_bSig_uid46_block_rsrvd_fix_delay                                                                                                                                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|expXIsMax_uid39_block_rsrvd_fix_delay                                                                                                                                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist25_sigA_uid51_block_rsrvd_fix_b_9                                                                                                                                                              ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist5_r_uid180_lzCountVal_uid86_block_rsrvd_fix_q_1                                                                                                                                                ; 8     ; 1              ; 0            ; 1              ; 5      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist6_vCount_uid167_lzCountVal_uid86_block_rsrvd_fix_q_1                                                                                                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist2_rVStage_uid160_lzCountVal_uid86_block_rsrvd_fix_merged_bit_select_b_1                                                                                                                        ; 11    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist3_rVStage_uid160_lzCountVal_uid86_block_rsrvd_fix_merged_bit_select_c_1                                                                                                                        ; 11    ; 2              ; 0            ; 2              ; 8      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist7_vCount_uid161_lzCountVal_uid86_block_rsrvd_fix_q_2                                                                                                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|vCount_uid161_lzCountVal_uid86_block_rsrvd_fix_delay                                                                                                                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist10_rVStage_uid152_lzCountVal_uid86_block_rsrvd_fix_b_1                                                                                                                                         ; 19    ; 1              ; 0            ; 1              ; 16     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist17_fracGRS_uid85_block_rsrvd_fix_q_1                                                                                                                                                           ; 31    ; 1              ; 0            ; 1              ; 28     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist9_vCount_uid153_lzCountVal_uid86_block_rsrvd_fix_q_3                                                                                                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|vCount_uid153_lzCountVal_uid86_block_rsrvd_fix_delay                                                                                                                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist20_cmpEQ_stickyBits_cZwF_uid72_block_rsrvd_fix_q_2                                                                                                                                             ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist19_rangeFracAddResultMwfp3Dto0_uid84_block_rsrvd_fix_b_1                                                                                                                                       ; 30    ; 1              ; 0            ; 1              ; 27     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|effSubInvSticky_uid75_block_rsrvd_fix_delay                                                                                                                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist38_frac_aSig_uid23_block_rsrvd_fix_b_4_outputreg                                                                                                                                               ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist38_frac_aSig_uid23_block_rsrvd_fix_b_4                                                                                                                                                         ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|fracBAddOpPostXor_uid82_block_rsrvd_fix_delay                                                                                                                                                        ; 30    ; 1              ; 0            ; 1              ; 27     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|alignFracBPostShiftOut_uid69_block_rsrvd_fix_delay                                                                                                                                                   ; 52    ; 1              ; 0            ; 1              ; 49     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist4_rightShiftStageSel5Dto4_uid195_alignmentShifter_uid65_block_rsrvd_fix_merged_bit_select_d_1                                                                                                  ; 5     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist32_frac_bSig_uid37_block_rsrvd_fix_b_1                                                                                                                                                         ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|excZ_bSig_uid18_uid38_block_rsrvd_fix_delay                                                                                                                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist24_sigA_uid51_block_rsrvd_fix_b_3                                                                                                                                                              ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; the_system|vector_add_system|vector_add_std_ic_inst|vector_add_inst_0|kernel|thevector_add_function|thebb_vector_add_B0|thebb_vector_add_B0_stall_region|thei_sfc_c0_entry_vector_add_c0_enter_vector_add_aunroll_x|thei_sfc_logic_c0_entry_vector_add_c0_enter_vector_add12_aunroll_x|thei_add_3_vector_add|redist22_sigB_uid52_block_rsrvd_fix_b_3                                                                                                                                                              ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
